time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2019/04/28/15:03:47.378525,5688,1556456625,365287,gps,0,5,22.3025419,114.178423,3.047,"(12.510368999999999, 0.0, 0.0, 0.0, 12.510368999999999, 0.0, 0.0, 0.0, 90.421081)",2
2019/04/28/15:03:48.379242,5689,1556456626,364912,gps,0,5,22.3025144,114.1785073,3.116,"(13.965169000000001, 0.0, 0.0, 0.0, 13.965169000000001, 0.0, 0.0, 0.0, 97.97040399999999)",2
2019/04/28/15:03:49.383718,5690,1556456627,364536,gps,0,5,22.3024897,114.1785914,3.571,"(15.155448999999999, 0.0, 0.0, 0.0, 15.155448999999999, 0.0, 0.0, 0.0, 104.59152900000001)",2
2019/04/28/15:03:50.428558,5691,1556456628,364162,gps,0,5,22.3024714,114.1786777,2.993,"(17.106496, 0.0, 0.0, 0.0, 17.106496, 0.0, 0.0, 0.0, 110.607289)",2
2019/04/28/15:03:51.382666,5692,1556456629,363786,gps,0,5,22.3024566,114.1787616,2.905,"(19.219456000000005, 0.0, 0.0, 0.0, 19.219456000000005, 0.0, 0.0, 0.0, 119.44304100000001)",2
2019/04/28/15:03:52.384669,5693,1556456630,363410,gps,0,5,22.3024451,114.1788323,3.053,"(20.430399999999995, 0.0, 0.0, 0.0, 20.430399999999995, 0.0, 0.0, 0.0, 127.26096100000001)",2
2019/04/28/15:03:53.385821,5694,1556456631,363036,gps,0,5,22.3024391,114.1788863,2.796,"(21.141603999999997, 0.0, 0.0, 0.0, 21.141603999999997, 0.0, 0.0, 0.0, 130.279396)",2
2019/04/28/15:03:54.422528,5695,1556456632,362658,gps,0,5,22.3024357,114.1789208,3.26,"(21.949224999999995, 0.0, 0.0, 0.0, 21.949224999999995, 0.0, 0.0, 0.0, 132.296004)",2
2019/04/28/15:03:55.397616,5696,1556456633,362281,gps,0,5,22.3024336,114.1789379,3.592,"(22.743361, 0.0, 0.0, 0.0, 22.743361, 0.0, 0.0, 0.0, 129.5044)",2
2019/04/28/15:03:56.383806,5697,1556456634,361905,gps,0,5,22.3024316,114.1789413,3.118,"(24.591680999999998, 0.0, 0.0, 0.0, 24.591680999999998, 0.0, 0.0, 0.0, 135.18712900000003)",2
2019/04/28/15:03:57.379535,5698,1556456635,361524,gps,0,5,22.3024132,114.1789342,4.309,"(26.122320999999996, 0.0, 0.0, 0.0, 26.122320999999996, 0.0, 0.0, 0.0, 122.81072400000002)",2
2019/04/28/15:03:58.382499,5699,1556456636,361142,gps,0,5,22.3023975,114.1789297,5.944,"(27.405225000000005, 0.0, 0.0, 0.0, 27.405225000000005, 0.0, 0.0, 0.0, 128.867904)",2
2019/04/28/15:03:59.409820,5700,1556456637,360762,gps,0,5,22.3023859,114.1789274,6.929,"(29.800680999999997, 0.0, 0.0, 0.0, 29.800680999999997, 0.0, 0.0, 0.0, 136.58596899999998)",2
2019/04/28/15:04:00.375435,5701,1556456638,360384,gps,0,5,22.3023836,114.178929,6.901,"(33.570435999999994, 0.0, 0.0, 0.0, 33.570435999999994, 0.0, 0.0, 0.0, 144.360225)",2
2019/04/28/15:04:01.381403,5702,1556456639,360007,gps,0,5,22.3023797,114.1789309,7.071,"(38.365636, 0.0, 0.0, 0.0, 38.365636, 0.0, 0.0, 0.0, 151.068681)",2
2019/04/28/15:04:02.381619,5703,1556456640,359630,gps,0,5,22.3023786,114.1789325,7.163,"(42.185025, 0.0, 0.0, 0.0, 42.185025, 0.0, 0.0, 0.0, 156.850576)",2
2019/04/28/15:04:03.379660,5704,1556456641,359248,gps,0,5,22.3023647,114.1789312,8.246,"(45.481536, 0.0, 0.0, 0.0, 45.481536, 0.0, 0.0, 0.0, 167.54713600000002)",2
2019/04/28/15:04:04.387508,5705,1556456642,358865,gps,0,5,22.3023552,114.178931,9.786,"(48.539089, 0.0, 0.0, 0.0, 48.539089, 0.0, 0.0, 0.0, 175.35056400000002)",2
2019/04/28/15:04:05.387649,5706,1556456643,358487,gps,0,5,22.302356,114.1789331,10.273,"(51.624224999999996, 0.0, 0.0, 0.0, 51.624224999999996, 0.0, 0.0, 0.0, 179.88174400000003)",2
2019/04/28/15:04:06.389378,5707,1556456644,358104,gps,0,5,22.3023413,114.1789314,11.77,"(53.74356100000001, 0.0, 0.0, 0.0, 53.74356100000001, 0.0, 0.0, 0.0, 181.575625)",2
2019/04/28/15:04:07.414257,5708,1556456645,357723,gps,0,5,22.3023248,114.17893,13.111,"(54.56776899999999, 0.0, 0.0, 0.0, 54.56776899999999, 0.0, 0.0, 0.0, 185.17766400000002)",2
2019/04/28/15:04:08.383434,5709,1556456646,357344,gps,0,5,22.3023087,114.1789357,13.788,"(53.421481, 0.0, 0.0, 0.0, 53.421481, 0.0, 0.0, 0.0, 186.54096399999997)",2
2019/04/28/15:04:09.381631,5710,1556456647,356968,gps,0,5,22.3023053,114.1789676,13.335,"(50.722884, 0.0, 0.0, 0.0, 50.722884, 0.0, 0.0, 0.0, 184.95999999999998)",2
2019/04/28/15:04:10.412792,5711,1556456648,356593,gps,0,5,22.302303,114.179002,13.085,"(51.079609000000005, 0.0, 0.0, 0.0, 51.079609000000005, 0.0, 0.0, 0.0, 194.3236)",2
2019/04/28/15:04:11.389199,5712,1556456649,356215,gps,0,5,22.3023066,114.1790472,13.644,"(51.955264, 0.0, 0.0, 0.0, 51.955264, 0.0, 0.0, 0.0, 194.630401)",2
2019/04/28/15:04:12.377416,5713,1556456650,355836,gps,0,5,22.3023083,114.1790964,15.026,"(53.377636, 0.0, 0.0, 0.0, 53.377636, 0.0, 0.0, 0.0, 199.233225)",2
2019/04/28/15:04:13.376672,5714,1556456651,355465,gps,0,5,22.3023253,114.1791702,13.393,"(46.99102500000001, 0.0, 0.0, 0.0, 46.99102500000001, 0.0, 0.0, 0.0, 133.77235600000003)",2
2019/04/28/15:04:14.392305,5715,1556456652,355088,gps,0,5,22.3023273,114.1792365,13.347,"(44.836416, 0.0, 0.0, 0.0, 44.836416, 0.0, 0.0, 0.0, 123.81012900000002)",2
2019/04/28/15:04:15.391919,5716,1556456653,354718,gps,0,5,22.302334,114.1793087,10.694,"(36.372961, 0.0, 0.0, 0.0, 36.372961, 0.0, 0.0, 0.0, 89.30249999999998)",2
2019/04/28/15:04:16.384327,5717,1556456654,354344,gps,0,5,22.3023368,114.179382,9.236,"(26.173455999999998, 0.0, 0.0, 0.0, 26.173455999999998, 0.0, 0.0, 0.0, 65.48046400000001)",2
2019/04/28/15:04:17.389262,5718,1556456655,353976,gps,0,5,22.3023341,114.1794467,6.198,"(15.382084, 0.0, 0.0, 0.0, 15.382084, 0.0, 0.0, 0.0, 49.5616)",2
2019/04/28/15:04:18.381839,5719,1556456656,353600,gps,0,5,22.3022989,114.1795069,5.634,"(15.0544, 0.0, 0.0, 0.0, 15.0544, 0.0, 0.0, 0.0, 50.09808400000001)",2
2019/04/28/15:04:19.419668,5720,1556456657,353221,gps,0,5,22.3022498,114.1795528,5.983,"(14.5924, 0.0, 0.0, 0.0, 14.5924, 0.0, 0.0, 0.0, 48.260809)",2
2019/04/28/15:04:20.394679,5721,1556456658,352846,gps,0,5,22.3021963,114.1795792,5.269,"(12.215025, 0.0, 0.0, 0.0, 12.215025, 0.0, 0.0, 0.0, 51.912025)",2
2019/04/28/15:04:21.401297,5722,1556456659,352470,gps,0,5,22.3021247,114.1795906,4.901,"(14.884164, 0.0, 0.0, 0.0, 14.884164, 0.0, 0.0, 0.0, 58.874929)",2
2019/04/28/15:04:22.361635,5723,1556456660,352095,gps,0,5,22.3020578,114.1795937,4.685,"(22.363441, 0.0, 0.0, 0.0, 22.363441, 0.0, 0.0, 0.0, 69.655716)",2
2019/04/28/15:04:23.371895,5724,1556456661,351719,gps,0,5,22.3019975,114.1795973,4.768,"(31.125240999999995, 0.0, 0.0, 0.0, 31.125240999999995, 0.0, 0.0, 0.0, 82.6281)",2
2019/04/28/15:04:24.372711,5725,1556456662,351344,gps,0,5,22.3019463,114.1795971,4.287,"(39.639616000000004, 0.0, 0.0, 0.0, 39.639616000000004, 0.0, 0.0, 0.0, 97.75276900000001)",2
2019/04/28/15:04:25.379784,5726,1556456663,350968,gps,0,5,22.3019165,114.1795958,4.367,"(44.715969, 0.0, 0.0, 0.0, 44.715969, 0.0, 0.0, 0.0, 114.12648899999999)",2
2019/04/28/15:04:26.392456,5727,1556456664,350586,gps,0,5,22.3019208,114.1796001,6.366,"(27.531008999999997, 0.0, 0.0, 0.0, 27.531008999999997, 0.0, 0.0, 0.0, 81.97491600000001)",2
2019/04/28/15:04:27.408515,5728,1556456665,350211,gps,0,5,22.3019186,114.1796167,5.409,"(17.614809, 0.0, 0.0, 0.0, 17.614809, 0.0, 0.0, 0.0, 61.591104)",2
2019/04/28/15:04:28.409400,5729,1556456666,349832,gps,0,5,22.3019199,114.1796349,5.116,"(11.082241000000002, 0.0, 0.0, 0.0, 11.082241000000002, 0.0, 0.0, 0.0, 45.064369)",2
2019/04/28/15:04:29.404551,5730,1556456667,349455,gps,0,5,22.3019143,114.1796344,4.815,"(10.916415999999998, 0.0, 0.0, 0.0, 10.916415999999998, 0.0, 0.0, 0.0, 46.389721)",2
2019/04/28/15:04:30.407674,5731,1556456668,349078,gps,0,5,22.3019081,114.1796346,4.738,"(10.889999999999999, 0.0, 0.0, 0.0, 10.889999999999999, 0.0, 0.0, 0.0, 46.785599999999995)",2
2019/04/28/15:04:31.407456,5732,1556456669,348702,gps,0,5,22.3018934,114.1796355,4.234,"(8.025889000000001, 0.0, 0.0, 0.0, 8.025889000000001, 0.0, 0.0, 0.0, 35.808256)",2
2019/04/28/15:04:32.411679,5733,1556456670,348327,gps,0,5,22.3018763,114.179638,3.429,"(6.3252250000000005, 0.0, 0.0, 0.0, 6.3252250000000005, 0.0, 0.0, 0.0, 31.169889)",2
2019/04/28/15:04:33.409509,5734,1556456671,347950,gps,0,5,22.3018514,114.1796371,3.172,"(5.546025, 0.0, 0.0, 0.0, 5.546025, 0.0, 0.0, 0.0, 28.015849000000003)",2
2019/04/28/15:04:34.419613,5735,1556456672,347571,gps,0,5,22.3018148,114.1796374,3.058,"(4.941729, 0.0, 0.0, 0.0, 4.941729, 0.0, 0.0, 0.0, 25.847055999999995)",2
2019/04/28/15:04:35.404684,5736,1556456673,347194,gps,0,5,22.3017722,114.1796301,3.058,"(4.435236, 0.0, 0.0, 0.0, 4.435236, 0.0, 0.0, 0.0, 24.542115999999996)",2
2019/04/28/15:04:36.407891,5737,1556456674,346816,gps,0,5,22.3017252,114.1796142,3.118,"(4.092529000000001, 0.0, 0.0, 0.0, 4.092529000000001, 0.0, 0.0, 0.0, 23.386896000000004)",2
2019/04/28/15:04:37.409870,5738,1556456675,346436,gps,0,5,22.3016759,114.1795915,3.489,"(3.560769, 0.0, 0.0, 0.0, 3.560769, 0.0, 0.0, 0.0, 21.104836000000002)",2
2019/04/28/15:04:38.419339,5739,1556456676,346056,gps,0,5,22.3016266,114.1795611,4.14,"(3.2076809999999996, 0.0, 0.0, 0.0, 3.2076809999999996, 0.0, 0.0, 0.0, 20.967240999999998)",2
2019/04/28/15:04:39.392596,5740,1556456677,345665,gps,0,5,22.3015824,114.1795429,8.924,"(5.885476000000001, 0.0, 0.0, 0.0, 5.885476000000001, 0.0, 0.0, 0.0, 40.386025000000004)",2
2019/04/28/15:04:40.386884,5741,1556456678,345261,gps,0,5,22.3015348,114.1795394,18.525,"(16.410601, 0.0, 0.0, 0.0, 16.410601, 0.0, 0.0, 0.0, 105.657841)",2
2019/04/28/15:04:41.383851,5742,1556456679,344870,gps,0,5,22.301487,114.1795031,23.372,"(19.395215999999998, 0.0, 0.0, 0.0, 19.395215999999998, 0.0, 0.0, 0.0, 123.409881)",2
2019/04/28/15:04:42.416879,5743,1556456680,344491,gps,0,5,22.3014387,114.1794447,23.584,"(16.4025, 0.0, 0.0, 0.0, 16.4025, 0.0, 0.0, 0.0, 103.245921)",2
2019/04/28/15:04:43.388899,5744,1556456681,344111,gps,0,5,22.3013849,114.1793984,23.881,"(15.737089000000001, 0.0, 0.0, 0.0, 15.737089000000001, 0.0, 0.0, 0.0, 88.491649)",2
2019/04/28/15:04:44.388693,5745,1556456682,343733,gps,0,5,22.3013375,114.1793478,23.464,"(16.184528999999998, 0.0, 0.0, 0.0, 16.184528999999998, 0.0, 0.0, 0.0, 73.70222500000001)",2
2019/04/28/15:04:45.384022,5746,1556456683,343359,gps,0,5,22.3013046,114.1792903,22.415,"(15.570916000000002, 0.0, 0.0, 0.0, 15.570916000000002, 0.0, 0.0, 0.0, 67.584841)",2
2019/04/28/15:04:46.407785,5747,1556456684,342978,gps,0,5,22.3012697,114.1792438,23.485,"(13.808656000000001, 0.0, 0.0, 0.0, 13.808656000000001, 0.0, 0.0, 0.0, 56.490256)",2
2019/04/28/15:04:47.419435,5748,1556456685,342604,gps,0,5,22.3012369,114.1791989,21.053,"(12.061729, 0.0, 0.0, 0.0, 12.061729, 0.0, 0.0, 0.0, 48.413764)",2
2019/04/28/15:04:48.374573,5749,1556456686,342227,gps,0,5,22.3012143,114.1791671,20.594,"(12.027023999999999, 0.0, 0.0, 0.0, 12.027023999999999, 0.0, 0.0, 0.0, 51.380224000000005)",2
2019/04/28/15:04:49.382862,5750,1556456687,341845,gps,0,5,22.3012099,114.1791387,21.731,"(12.25, 0.0, 0.0, 0.0, 12.25, 0.0, 0.0, 0.0, 53.90496399999999)",2
2019/04/28/15:04:50.394532,5751,1556456688,341449,gps,0,5,22.3012264,114.1791126,28.292,"(19.740248999999995, 0.0, 0.0, 0.0, 19.740248999999995, 0.0, 0.0, 0.0, 84.29076099999999)",2
2019/04/28/15:04:51.386234,5752,1556456689,341066,gps,0,5,22.3012235,114.1791047,29.995,"(20.985561000000004, 0.0, 0.0, 0.0, 20.985561000000004, 0.0, 0.0, 0.0, 91.221601)",2
2019/04/28/15:04:52.395057,5753,1556456690,340686,gps,0,5,22.3012264,114.179097,30.044,"(19.954088999999996, 0.0, 0.0, 0.0, 19.954088999999996, 0.0, 0.0, 0.0, 85.137529)",2
2019/04/28/15:04:53.389802,5754,1556456691,340308,gps,0,5,22.3012281,114.1790927,29.543,"(21.132409000000003, 0.0, 0.0, 0.0, 21.132409000000003, 0.0, 0.0, 0.0, 89.832484)",2
2019/04/28/15:04:54.388042,5755,1556456692,339928,gps,0,5,22.3012271,114.1790932,30.205,"(22.572001000000004, 0.0, 0.0, 0.0, 22.572001000000004, 0.0, 0.0, 0.0, 99.56048399999999)",2
2019/04/28/15:04:55.387947,5756,1556456693,339547,gps,0,5,22.3012256,114.1790944,31.075,"(24.453025000000004, 0.0, 0.0, 0.0, 24.453025000000004, 0.0, 0.0, 0.0, 111.95756099999998)",2
2019/04/28/15:04:56.396118,5757,1556456694,339166,gps,0,5,22.3012235,114.179096,31.691,"(26.604964000000002, 0.0, 0.0, 0.0, 26.604964000000002, 0.0, 0.0, 0.0, 126.292644)",2
2019/04/28/15:04:57.384912,5758,1556456695,338787,gps,0,5,22.3012212,114.1790971,31.846,"(28.858383999999997, 0.0, 0.0, 0.0, 28.858383999999997, 0.0, 0.0, 0.0, 140.99187600000002)",2
2019/04/28/15:04:58.391938,5759,1556456696,338410,gps,0,5,22.3012202,114.1790942,30.653,"(30.470399999999994, 0.0, 0.0, 0.0, 30.470399999999994, 0.0, 0.0, 0.0, 147.598201)",2
2019/04/28/15:04:59.382610,5760,1556456697,338032,gps,0,5,22.3012197,114.1790914,29.715,"(30.869136, 0.0, 0.0, 0.0, 30.869136, 0.0, 0.0, 0.0, 148.888804)",2
2019/04/28/15:05:00.392851,5761,1556456698,337655,gps,0,5,22.3012165,114.179091,28.765,"(32.74128400000001, 0.0, 0.0, 0.0, 32.74128400000001, 0.0, 0.0, 0.0, 157.40211599999998)",2
2019/04/28/15:05:01.394660,5762,1556456699,337278,gps,0,5,22.3012148,114.1790895,27.855,"(32.821441, 0.0, 0.0, 0.0, 32.821441, 0.0, 0.0, 0.0, 157.50250000000003)",2
2019/04/28/15:05:02.397206,5763,1556456700,336901,gps,0,5,22.3012126,114.1790886,27.159,"(33.512521, 0.0, 0.0, 0.0, 33.512521, 0.0, 0.0, 0.0, 160.376896)",2
2019/04/28/15:05:03.396085,5764,1556456701,336524,gps,0,5,22.3012074,114.1790893,26.131,"(35.60508899999999, 0.0, 0.0, 0.0, 35.60508899999999, 0.0, 0.0, 0.0, 170.77262399999998)",2
2019/04/28/15:05:04.390329,5765,1556456702,336148,gps,0,5,22.3012051,114.1790868,25.095,"(34.845409, 0.0, 0.0, 0.0, 34.845409, 0.0, 0.0, 0.0, 167.676601)",2
2019/04/28/15:05:05.390205,5766,1556456703,335768,gps,0,5,22.3012025,114.1790875,25.328,"(35.628961000000004, 0.0, 0.0, 0.0, 35.628961000000004, 0.0, 0.0, 0.0, 171.13872400000002)",2
2019/04/28/15:05:06.378987,5767,1556456704,335388,gps,0,5,22.3011997,114.1790886,25.697,"(36.59040100000001, 0.0, 0.0, 0.0, 36.59040100000001, 0.0, 0.0, 0.0, 175.509504)",2
2019/04/28/15:05:07.381895,5768,1556456705,335007,gps,0,5,22.3011931,114.1790922,26.046,"(39.677401, 0.0, 0.0, 0.0, 39.677401, 0.0, 0.0, 0.0, 190.329616)",2
2019/04/28/15:05:08.394429,5769,1556456706,334625,gps,0,5,22.3011856,114.1790965,26.839,"(42.71929599999999, 0.0, 0.0, 0.0, 42.71929599999999, 0.0, 0.0, 0.0, 205.49222500000002)",2
2019/04/28/15:05:09.382805,5770,1556456707,334244,gps,0,5,22.3011784,114.1790989,27.356,"(44.609041000000005, 0.0, 0.0, 0.0, 44.609041000000005, 0.0, 0.0, 0.0, 215.35562500000003)",2
2019/04/28/15:05:10.380814,5771,1556456708,333863,gps,0,5,22.3011716,114.1791009,27.934,"(46.063369, 0.0, 0.0, 0.0, 46.063369, 0.0, 0.0, 0.0, 222.84518400000002)",2
2019/04/28/15:05:11.387022,5772,1556456709,333482,gps,0,5,22.3011652,114.179103,28.63,"(47.14195599999999, 0.0, 0.0, 0.0, 47.14195599999999, 0.0, 0.0, 0.0, 228.070404)",2
2019/04/28/15:05:12.400443,5773,1556456710,333101,gps,0,5,22.3011592,114.1791042,29.191,"(47.568609, 0.0, 0.0, 0.0, 47.568609, 0.0, 0.0, 0.0, 229.855921)",2
2019/04/28/15:05:13.396653,5774,1556456711,332720,gps,0,5,22.3011537,114.1791035,29.578,"(47.914083999999995, 0.0, 0.0, 0.0, 47.914083999999995, 0.0, 0.0, 0.0, 231.04)",2
2019/04/28/15:05:14.430308,5775,1556456712,332341,gps,0,5,22.3011474,114.1791013,29.515,"(47.334399999999995, 0.0, 0.0, 0.0, 47.334399999999995, 0.0, 0.0, 0.0, 227.527056)",2
2019/04/28/15:05:15.378020,5776,1556456713,331960,gps,0,5,22.3011422,114.1790995,30.074,"(46.6489, 0.0, 0.0, 0.0, 46.6489, 0.0, 0.0, 0.0, 223.951225)",2
2019/04/28/15:05:16.396980,5777,1556456714,331580,gps,0,5,22.3011363,114.1790979,30.314,"(46.1041, 0.0, 0.0, 0.0, 46.1041, 0.0, 0.0, 0.0, 220.997956)",2
2019/04/28/15:05:17.381132,5778,1556456715,331200,gps,0,5,22.3011306,114.1790957,30.404,"(45.454564, 0.0, 0.0, 0.0, 45.454564, 0.0, 0.0, 0.0, 217.62150400000002)",2
2019/04/28/15:05:18.383341,5779,1556456716,330819,gps,0,5,22.3011243,114.179094,30.745,"(44.195904, 0.0, 0.0, 0.0, 44.195904, 0.0, 0.0, 0.0, 211.20808899999997)",2
2019/04/28/15:05:19.396848,5780,1556456717,330440,gps,0,5,22.3011178,114.1790921,30.343,"(42.484324, 0.0, 0.0, 0.0, 42.484324, 0.0, 0.0, 0.0, 203.604361)",2
2019/04/28/15:05:20.396268,5781,1556456718,330060,gps,0,5,22.3011057,114.179092,29.854,"(44.102881000000004, 0.0, 0.0, 0.0, 44.102881000000004, 0.0, 0.0, 0.0, 212.547241)",2
2019/04/28/15:05:21.379200,5782,1556456719,329681,gps,0,5,22.301097,114.1790927,29.576,"(45.751696, 0.0, 0.0, 0.0, 45.751696, 0.0, 0.0, 0.0, 221.622769)",2
2019/04/28/15:05:22.384827,5783,1556456720,329303,gps,0,5,22.3010759,114.1790972,28.401,"(51.523683999999996, 0.0, 0.0, 0.0, 51.523683999999996, 0.0, 0.0, 0.0, 254.434401)",2
2019/04/28/15:05:23.384985,5784,1556456721,328925,gps,0,5,22.3010567,114.1791006,27.019,"(55.95040000000001, 0.0, 0.0, 0.0, 55.95040000000001, 0.0, 0.0, 0.0, 281.467729)",2
2019/04/28/15:05:24.427002,5785,1556456722,328546,gps,0,5,22.3010384,114.179101,26.067,"(58.384881, 0.0, 0.0, 0.0, 58.384881, 0.0, 0.0, 0.0, 298.736656)",2
2019/04/28/15:05:25.381193,5786,1556456723,328168,gps,0,5,22.3010228,114.1791007,25.072,"(59.259204000000004, 0.0, 0.0, 0.0, 59.259204000000004, 0.0, 0.0, 0.0, 307.055529)",2
2019/04/28/15:05:26.383904,5787,1556456724,327789,gps,0,5,22.3010176,114.1790979,24.969,"(56.340036000000005, 0.0, 0.0, 0.0, 56.340036000000005, 0.0, 0.0, 0.0, 293.29987600000004)",2
2019/04/28/15:05:27.378189,5788,1556456725,327411,gps,0,5,22.3010046,114.1791004,24.221,"(57.820816, 0.0, 0.0, 0.0, 57.820816, 0.0, 0.0, 0.0, 306.60010000000005)",2
2019/04/28/15:05:28.374654,5789,1556456726,327033,gps,0,5,22.300994,114.1791028,23.472,"(58.155876000000006, 0.0, 0.0, 0.0, 58.155876000000006, 0.0, 0.0, 0.0, 314.42382399999997)",2
2019/04/28/15:05:29.389328,5790,1556456727,326655,gps,0,5,22.3009925,114.1791024,23.401,"(55.547209, 0.0, 0.0, 0.0, 55.547209, 0.0, 0.0, 0.0, 302.829604)",2
2019/04/28/15:05:30.379148,5791,1556456728,326277,gps,0,5,22.3009924,114.1791006,23.052,"(53.304601000000005, 0.0, 0.0, 0.0, 53.304601000000005, 0.0, 0.0, 0.0, 290.157156)",2
2019/04/28/15:05:31.374628,5792,1556456729,325900,gps,0,5,22.3009916,114.179099,22.447,"(50.466816, 0.0, 0.0, 0.0, 50.466816, 0.0, 0.0, 0.0, 274.830084)",2
2019/04/28/15:05:32.384787,5793,1556456730,325524,gps,0,5,22.3009895,114.1790978,21.51,"(48.846121, 0.0, 0.0, 0.0, 48.846121, 0.0, 0.0, 0.0, 266.897569)",2
2019/04/28/15:05:33.376526,5794,1556456731,325147,gps,0,5,22.3009882,114.1790965,20.771,"(49.01400100000001, 0.0, 0.0, 0.0, 49.01400100000001, 0.0, 0.0, 0.0, 267.944161)",2
2019/04/28/15:05:34.376334,5795,1556456732,324770,gps,0,5,22.3009769,114.179099,19.694,"(52.171729, 0.0, 0.0, 0.0, 52.171729, 0.0, 0.0, 0.0, 290.157156)",2
2019/04/28/15:05:35.407313,5796,1556456733,324393,gps,0,5,22.3009674,114.1791008,18.566,"(51.897616, 0.0, 0.0, 0.0, 51.897616, 0.0, 0.0, 0.0, 293.265625)",2
2019/04/28/15:05:36.375209,5797,1556456734,324017,gps,0,5,22.300966,114.1790999,17.509,"(49.773025, 0.0, 0.0, 0.0, 49.773025, 0.0, 0.0, 0.0, 280.9981690000001)",2
2019/04/28/15:05:37.374587,5798,1556456735,323640,gps,0,5,22.3009655,114.1790983,16.823,"(48.804196, 0.0, 0.0, 0.0, 48.804196, 0.0, 0.0, 0.0, 274.664329)",2
2019/04/28/15:05:38.387852,5799,1556456736,323263,gps,0,5,22.3009623,114.1790987,15.841,"(46.799281, 0.0, 0.0, 0.0, 46.799281, 0.0, 0.0, 0.0, 265.72260099999994)",2
2019/04/28/15:05:39.377154,5800,1556456737,322886,gps,0,5,22.30096,114.1790989,15.378,"(45.144961, 0.0, 0.0, 0.0, 45.144961, 0.0, 0.0, 0.0, 257.795136)",2
2019/04/28/15:05:40.383859,5801,1556456738,322506,gps,0,5,22.3009585,114.1790981,15.626,"(44.823025, 0.0, 0.0, 0.0, 44.823025, 0.0, 0.0, 0.0, 257.31368100000003)",2
2019/04/28/15:05:41.391083,5802,1556456739,322128,gps,0,5,22.3009607,114.1790961,16.151,"(42.954916000000004, 0.0, 0.0, 0.0, 42.954916000000004, 0.0, 0.0, 0.0, 247.275625)",2
2019/04/28/15:05:42.378347,5803,1556456740,321756,gps,0,5,22.3009674,114.1790936,14.901,"(44.823025, 0.0, 0.0, 0.0, 44.823025, 0.0, 0.0, 0.0, 253.89235599999998)",2
2019/04/28/15:05:43.380099,5804,1556456741,321381,gps,0,5,22.3009571,114.1790736,14.327,"(41.822089, 0.0, 0.0, 0.0, 41.822089, 0.0, 0.0, 0.0, 230.614596)",2
2019/04/28/15:05:44.380347,5805,1556456742,321000,gps,0,5,22.3009511,114.179038,15.216,"(36.9664, 0.0, 0.0, 0.0, 36.9664, 0.0, 0.0, 0.0, 195.105024)",2
2019/04/28/15:05:45.400156,5806,1556456743,320623,gps,0,5,22.3009334,114.1790094,14.835,"(31.158724, 0.0, 0.0, 0.0, 31.158724, 0.0, 0.0, 0.0, 165.533956)",2
2019/04/28/15:05:46.383981,5807,1556456744,320240,gps,0,5,22.3009317,114.1789771,17.058,"(31.550689, 0.0, 0.0, 0.0, 31.550689, 0.0, 0.0, 0.0, 160.5289)",2
2019/04/28/15:05:47.396379,5808,1556456745,319870,gps,0,5,22.3009321,114.1789547,14.157,"(26.915343999999997, 0.0, 0.0, 0.0, 26.915343999999997, 0.0, 0.0, 0.0, 147.98722499999997)",2
2019/04/28/15:05:48.380317,5809,1556456746,319494,gps,0,5,22.3009175,114.1789469,12.686,"(20.502783999999995, 0.0, 0.0, 0.0, 20.502783999999995, 0.0, 0.0, 0.0, 131.239936)",2
2019/04/28/15:05:49.377163,5810,1556456747,319126,gps,0,5,22.3008997,114.1789669,8.781,"(16.459249000000003, 0.0, 0.0, 0.0, 16.459249000000003, 0.0, 0.0, 0.0, 106.131204)",2
2019/04/28/15:05:50.392310,5811,1556456748,318751,gps,0,5,22.3008911,114.1790005,8.524,"(12.033961, 0.0, 0.0, 0.0, 12.033961, 0.0, 0.0, 0.0, 86.806489)",2
2019/04/28/15:05:51.373502,5812,1556456749,318368,gps,0,5,22.3008681,114.1790441,10.452,"(8.809023999999999, 0.0, 0.0, 0.0, 8.809023999999999, 0.0, 0.0, 0.0, 69.538921)",2
2019/04/28/15:05:52.378122,5813,1556456750,318007,gps,0,5,22.3008235,114.1790724,4.475,"(8.031556, 0.0, 0.0, 0.0, 8.031556, 0.0, 0.0, 0.0, 66.14568899999999)",2
2019/04/28/15:05:53.378357,5814,1556456751,317651,gps,0,5,22.3007785,114.1790931,-2.632,"(7.5570010000000005, 0.0, 0.0, 0.0, 7.5570010000000005, 0.0, 0.0, 0.0, 56.761156)",2
2019/04/28/15:05:54.381393,5815,1556456752,317282,gps,0,5,22.3007331,114.1791251,-5.352,"(6.5433639999999995, 0.0, 0.0, 0.0, 6.5433639999999995, 0.0, 0.0, 0.0, 50.523664)",2
2019/04/28/15:05:55.420107,5816,1556456753,316908,gps,0,5,22.3006713,114.1791713,-7.5,"(7.322436, 0.0, 0.0, 0.0, 7.322436, 0.0, 0.0, 0.0, 56.927025)",2
2019/04/28/15:05:56.410553,5817,1556456754,316530,gps,0,5,22.3006149,114.1792265,-7.078,"(7.579009000000001, 0.0, 0.0, 0.0, 7.579009000000001, 0.0, 0.0, 0.0, 53.772889)",2
